label,message,character_count,word_count,sentence_count,original_message,clean_message,clean_char_length,clean_word_count,gru_message,label_encoded
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.,76,19,2,I'm still looking for a car to buy. And have not gone 4the driving test yet.,still looking car buy gone driving test yet,43,8,i m still looking for a car to buy and have not gone the driving test yet,0
ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",183,44,5,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",wow right mean guess gave boston men changed search location nyc something changed cuz signin page still say boston,115,19,wow you re right i didn t mean to do that i guess once i gave up on boston men and changed my search location to nyc something changed cuz on my signin page it still says boston,0
ham,Umma my life and vava umma love you lot dear,44,10,1,Umma my life and vava umma love you lot dear,umma life vava umma love lot dear,33,7,umma my life and vava umma love you lot dear,0
ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,95,19,2,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,thanks lot wish birthday thanks making birthday truly memorable,63,9,thanks a lot for your wishes on my birthday thanks you for making my birthday truly memorable,0
ham,"Aight, I'll hit you up when I get some cash",43,12,1,"Aight, I'll hit you up when I get some cash",aight hit get cash,18,4,aight i ll hit you up when i get some cash,0
ham,How would my ip address test that considering my computer isn't a minecraft server,82,15,1,How would my ip address test that considering my computer isn't a minecraft server,would ip address test considering computer minecraft server,59,8,how would my ip address test that considering my computer isn t a minecraft server,0
ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,115,28,4,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,know grumpy old people mom like better lying always one play joke,65,12,i know grumpy old people my mom was like you better not be lying then again i am always the one to play jokes,0
ham,Dont worry. I guess he's busy.,30,9,2,Dont worry. I guess he's busy.,dont worry guess busy,21,4,dont worry i guess he s busy,0
ham,What is the plural of the noun research?,40,9,1,What is the plural of the noun research?,plural noun research,20,3,what is the plural of the noun research,0
ham,Going for dinner.msg you after.,31,6,1,Going for dinner.msg you after.,going dinner msg,16,3,going for dinner msg you after,0
ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,96,28,3,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,ok wif co like try new thing scared dun like mah co said loud,61,14,i m ok wif it cos i like try new things but i scared u dun like mah cos u said not too loud,0
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,158,33,7,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,gent trying contact last weekend draw show money prize guaranteed call claim code valid hr ppm,94,16,gent we are trying to contact you last weekends draw shows that you won a money prize guaranteed call claim code k valid hrs only ppm,1
ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",143,34,3,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",wa ur openin sentence formal anyway fine juz tt eatin much puttin weight haha anythin special happened,102,17,wa ur openin sentence very formal anyway i m fine too juz tt i m eatin too much n puttin on weight haha so anythin special happened,0
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",156,40,6,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",entered cabin pa said happy day bos felt special askd lunch lunch invited apartment went,88,15,as i entered my cabin my pa said happy b day boss i felt special she askd me lunch after lunch she invited me to her apartment we went there,0
spam,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,152,32,1,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,winner specially selected receive money holiday flight inc speak live operator claim min,88,13,you are a winner u have been specially selected receive money or a holiday flights inc speak to a live operator claim p min,1
ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,72,14,2,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,goodo yes must speak friday egg potato ratio tortilla needed,60,10,goodo yes we must speak friday egg potato ratio for tortilla needed,0
ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,86,20,2,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,hmm uncle informed paying school directly pls buy food,54,9,hmm my uncle just informed me that he s paying the school directly so pls buy food,0
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,144,23,3,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,private account statement show unredeemed bonus point claim call identifier code expires,88,12,private your account statement for shows unredeemed bonus points to claim call identifier code expires,1
spam,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",156,30,4,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",urgent mobile awarded money bonus caller prize final try contact call landline box wr ppm,89,15,urgent your mobile no was awarded money bonus caller prize on this is our final try to contact u call from landline box wr c ppm,1
ham,here is my new address -apples&pairs&all that malarky,53,12,1,here is my new address -apples&pairs&all that malarky,new address apple pair malarky,30,5,here is my new address apples pairs all that malarky,0
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,156,29,2,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,today voda number ending selected receive money award match please call quoting claim code standard rate app,108,17,todays voda numbers ending are selected to receive a money award if you have a match please call quoting claim code standard rates app,1
ham,I am going to sao mu today. Will be done only at 12 ,52,14,2,I am going to sao mu today. Will be done only at 12 ,going sao mu today done,23,5,i am going to sao mu today will be done only at,0
ham,Ü predict wat time ü'll finish buying?,38,9,1,Ü predict wat time ü'll finish buying?,predict wat time finish buying,30,5,predict wat time ll finish buying,0
ham,"Good stuff, will do.",20,6,1,"Good stuff, will do.",good stuff,10,2,good stuff will do,0
ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",244,56,4,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",know yetunde sent money yet sent text bother sending dont involve anything imposed anything first place apologise,113,17,just so that you know yetunde hasn t sent money yet i just sent her a text not to bother sending so its over you dont have to involve yourself in anything i shouldn t have imposed anything on you in the first place so for that i apologise,0
ham,Are you there in room.,22,6,1,Are you there in room.,room,4,1,are you there in room,0
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,107,31,5,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,hey girl hope well del bak long time give call sum time lucyxx,62,13,hey girl how r u hope u r well me an del r bak again long time no c give me a call sum time from lucyxx,0
ham,K..k:)how much does it cost?,28,11,1,K..k:)how much does it cost?,much cost,9,2,k k how much does it cost,0
ham,I'm home.,9,4,1,I'm home.,home,4,1,i m home,0
ham,"Dear, will call Tmorrow.pls accomodate.",39,7,1,"Dear, will call Tmorrow.pls accomodate.",dear call tmorrow pls accomodate,32,5,dear will call tmorrow pls accomodate,0
ham,First answer my question.,25,5,1,First answer my question.,first answer question,21,3,first answer my question,0
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,125,30,4,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,sunshine quiz wkly win top sony dvd player know country algarve txt ansr money sp tyrone,88,16,sunshine quiz wkly q win a top sony dvd player if u know which country the algarve is in txt ansr to money sp tyrone,1
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,162,36,6,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,want get laid tonight want real dogging location sent direct ur mob join uk largest dogging network bt txting gravel nt ec msg,126,23,want get laid tonight want real dogging locations sent direct ur mob join the uk s largest dogging network bt txting gravel to nt ec a p msg p,1
